Creative_Type,Director,Distributor,IMDB_Rating,IMDB_Votes,MPAA_Rating,Major_Genre,Production_Budget,Release_Date,Rotten_Tomatoes_Rating,Running_Time_min,Source,Title,US_DVD_Sales,US_Gross,Worldwide_Gross
Contemporary Fiction,Antoine Fuqua,Overture Films,6.9,14034.0,R,Thriller/Suspense,25000000.0,5-Mar-10,,,Remake,Brooklyn's Finest,9300674.0,27163593.0,28319627.0
Historical Fiction,Ang Lee,Focus Features,7.8,115951.0,R,Drama,13900000.0,9-Dec-05,87.0,134.0,Based on Book/Short Story,Brokeback Mountain,31338042.0,83043761.0,180343761.0
Contemporary Fiction,,20th Century Fox,5.3,2643.0,PG-13,Romantic Comedy,9000000.0,14-May-04,33.0,,Original Screenplay,Breakin' All the Rules,,12232382.0,12512317.0
Contemporary Fiction,Peyton Reed,Universal,5.9,38285.0,PG-13,Romantic Comedy,52000000.0,2-Jun-06,,,Original Screenplay,The Break Up,52707367.0,118806699.0,202944203.0
,Arthur Hiller,Walt Disney Pictures,3.5,2152.0,R,Comedy,10000000.0,27-Feb-98,,,Original Screenplay,An Alan Smithee Film: Burn Hollywood Burn,,45779.0,45779.0
,,,,,,,30000000.0,,,,,Barney's Version,,0.0,0.0
Historical Fiction,,Lionsgate,6.4,2797.0,R,Drama,8000000.0,18-May-07,,99.0,Original Screenplay,Brooklyn Rules,,458232.0,458232.0
Contemporary Fiction,,New Line,6.9,22979.0,R,Drama,9000000.0,18-Feb-00,67.0,,Original Screenplay,Boiler Room,,16963963.0,28773637.0
Contemporary Fiction,,Sony/Screen Gems,5.2,6044.0,R,Comedy,10000000.0,7-Sep-07,15.0,,Original Screenplay,The Brothers Solomon,,900926.0,900926.0
Contemporary Fiction,,Sony Pictures,2.8,153.0,R,Comedy,6000000.0,23-Mar-01,63.0,102.0,Original Screenplay,The Brothers,,27457409.0,27958191.0
Contemporary Fiction,,20th Century Fox,6.0,2745.0,PG-13,Romantic Comedy,8000000.0,11-Oct-02,64.0,109.0,Original Screenplay,Brown Sugar,,27362712.0,28315272.0
Dramatization,Jane Campion,Apparition,7.1,5957.0,PG,Drama,8500000.0,26-Jan-10,,,Based on Real Life Events,Bright Star,,4444637.0,9469105.0
,,Sony Pictures Classics,7.1,10831.0,R,Thriller/Suspense,12000000.0,20-Jul-01,,,Original Screenplay,Brother,,450594.0,450594.0
Contemporary Fiction,,Focus Features,8.1,97876.0,R,Comedy,15000000.0,8-Feb-08,80.0,,Original Screenplay,In Bruges,3467377.0,7800825.0,30782621.0
Contemporary Fiction,Vincent Gallo,WellSpring,4.9,7465.0,Not Rated,Drama,10000000.0,27-Aug-04,,,Original Screenplay,The Brown Bunny,,366301.0,630427.0
Contemporary Fiction,,MGM,5.5,4848.0,PG-13,Comedy,18000000.0,6-Feb-04,,106.0,Original Screenplay,Barbershop 2: Back in Business,,65070412.0,65842412.0
Contemporary Fiction,Tim Story,MGM,6.2,11164.0,PG-13,Comedy,12000000.0,13-Sep-02,82.0,103.0,Original Screenplay,Barbershop,,75781642.0,77081642.0
Contemporary Fiction,Christopher Guest,Warner Bros.,7.4,24484.0,PG-13,Comedy,6000000.0,27-Sep-00,94.0,90.0,Original Screenplay,Best in Show,,18621249.0,20695413.0
Contemporary Fiction,Terry Zwigoff,Miramax/Dimension,7.3,45022.0,R,Comedy,18000000.0,26-Nov-03,77.0,91.0,Original Screenplay,Bad Santa,,60060328.0,60063017.0
Historical Fiction,Quentin Tarantino,Weinstein Co.,8.4,178742.0,R,Action,70000000.0,21-Aug-09,88.0,152.0,Original Screenplay,Inglourious Basterds,58414604.0,120831050.0,320389438.0
Contemporary Fiction,Les Mayfield,Sony Pictures,5.9,23545.0,PG-13,Action,36000000.0,17-Sep-99,35.0,95.0,Original Screenplay,Blue Streak,,68208190.0,117448157.0
Science Fiction,,New Line,7.8,102982.0,R,Thriller/Suspense,13000000.0,23-Jan-04,33.0,113.0,Original Screenplay,The Butterfly Effect,,57924679.0,96046844.0
Historical Fiction,Joel Coen,Walt Disney Pictures,,,PG-13,Comedy,26000000.0,22-Dec-00,,102.0,Traditional/Legend/Fairytale,"O Brother, Where Art Thou",,45506619.0,65976782.0
Super Hero,Joel Schumacher,Warner Bros.,3.5,81283.0,PG-13,Action,125000000.0,20-Jun-97,11.0,130.0,Original Screenplay,Batman & Robin,,107325195.0,238317814.0
Contemporary Fiction,,Artisan,4.7,13258.0,R,Comedy,15000000.0,21-Mar-03,7.0,,Original Screenplay,Boat Trip,,8586376.0,14933713.0
Fantasy,,Vitagraph Films,7.3,23110.0,R,Comedy,1000000.0,19-Sep-03,,,Based on Book/Short Story,Bubba Ho-Tep,,1239183.0,1239183.0
Contemporary Fiction,Steven Soderbergh,Magnolia Pictures,4.6,101.0,R,Drama,1600000.0,27-Jan-06,,,Original Screenplay,Bubble,,145382.0,145382.0
Contemporary Fiction,,Walt Disney Pictures,5.4,11073.0,PG-13,Comedy,13000000.0,24-Aug-01,30.0,,Original Screenplay,Bubble Boy,,5002310.0,5002310.0
Contemporary Fiction,Vincent Gallo,Lionsgate,7.3,17762.0,R,Comedy,1500000.0,26-Jun-98,78.0,,Original Screenplay,Buffalo '66,,2380606.0,2380606.0
Historical Fiction,,Miramax,6.9,13510.0,R,Comedy,15000000.0,25-Jul-03,,,Based on Book/Short Story,Buffalo Soldiers,,353743.0,353743.0
Contemporary Fiction,Warren Beatty,20th Century Fox,6.8,15486.0,R,Comedy,30000000.0,15-May-98,75.0,107.0,Original Screenplay,Bulworth,,26528684.0,29203383.0
Dramatization,Oliver Stone,Lionsgate,,,PG-13,Drama,25100000.0,17-Oct-08,60.0,131.0,Based on Real Life Events,W.,7871296.0,25534493.0,28575778.0
Contemporary Fiction,Frank Oz,Universal,6.4,33389.0,PG-13,Comedy,55000000.0,13-Aug-99,79.0,96.0,Original Screenplay,Bowfinger,,66458769.0,98699769.0
Fantasy,Nora Ephron,Sony Pictures,4.8,26834.0,PG-13,Comedy,80000000.0,24-Jun-05,24.0,100.0,Based on TV,Bewitched,,63313159.0,131413159.0
Kids Fiction,Steve Oedekerk,Paramount Pictures,,,PG,Comedy,51000000.0,4-Aug-06,23.0,90.0,Original Screenplay,Barnyard: The Original Party Animals,65043181.0,72779000.0,116618084.0
Dramatization,Kevin Spacey,Lionsgate,6.6,8002.0,PG-13,Drama,24000000.0,17-Dec-04,42.0,,Based on Real Life Events,Beyond the Sea,,6144806.0,7061637.0
Contemporary Fiction,Eli Roth,Lionsgate,5.4,28417.0,R,Horror,1500000.0,12-Sep-03,,,Original Screenplay,Cabin Fever,,21158188.0,30553394.0
Contemporary Fiction,,Sony Pictures Classics,5.5,26.0,R,Drama,8000000.0,23-Dec-05,,,Original Screenplay,CachÈ,,3647381.0,17147381.0
Dramatization,,Sony Pictures,6.7,5026.0,R,Drama,12000000.0,5-Dec-08,67.0,108.0,Based on Real Life Events,Cadillac Records,10049741.0,8138000.0,8138000.0
Contemporary Fiction,,Sony Pictures,6.2,19470.0,PG-13,Comedy,10000000.0,12-Jun-98,44.0,98.0,Original Screenplay,Can't Hardly Wait,,25358996.0,25358996.0
Dramatization,Bennett Miller,Sony Pictures Classics,7.6,41472.0,R,Drama,7000000.0,30-Sep-05,90.0,,Based on Real Life Events,Capote,17031573.0,28750530.0,46309352.0
Contemporary Fiction,,Roadside Attractions,7.0,3799.0,PG,Romantic Comedy,1600000.0,1-Feb-08,,,Original Screenplay,Sukkar banat,,1060591.0,14253760.0
Fantasy,Robert Zemeckis,Walt Disney Pictures,,,PG,Drama,190000000.0,6-Nov-09,53.0,,Remake,Disney's A Christmas Carol,,137855863.0,323743744.0
Contemporary Fiction,,MGM,4.3,7235.0,R,Horror,21000000.0,12-Mar-99,16.0,101.0,Based on Book/Short Story,The Rage: Carrie 2,,17760244.0,17760244.0
Kids Fiction,John Lasseter,Walt Disney Pictures,7.5,66809.0,G,Comedy,70000000.0,9-Jun-06,74.0,,Original Screenplay,Cars,246114559.0,244082982.0,461923762.0
Contemporary Fiction,Robert Zemeckis,20th Century Fox,7.5,102936.0,PG-13,Drama,85000000.0,22-Dec-00,89.0,144.0,Original Screenplay,Cast Away,,233632142.0,427230516.0
Dramatization,Steven Spielberg,Dreamworks SKG,5.7,224.0,PG-13,Drama,52000000.0,25-Dec-02,96.0,141.0,Based on Book/Short Story,Catch Me if You Can,,164606800.0,351106800.0
Fantasy,,Universal,3.4,15318.0,PG,Comedy,109000000.0,21-Nov-03,,82.0,Based on Book/Short Story,The Cat in the Hat,,101018283.0,133818283.0
Fantasy,Mark Dindal,Warner Bros.,6.9,1663.0,G,Musical,32000000.0,26-Mar-97,67.0,,Original Screenplay,Cats Don't Dance,,3588602.0,3588602.0
Super Hero,,Warner Bros.,3.2,34651.0,PG-13,Action,100000000.0,23-Jul-04,10.0,104.0,Based on Comic/Graphic Novel,Catwoman,,40202379.0,82102379.0
Contemporary Fiction,John Waters,Artisan,5.9,7565.0,R,Black Comedy,10000000.0,11-Aug-00,51.0,,Original Screenplay,Cecil B. Demented,,1276984.0,1953882.0
Kids Fiction,,Walt Disney Pictures,3.8,2021.0,G,Adventure,20000000.0,26-Jul-02,27.0,,Disney Ride,The Country Bears,,16988996.0,16988996.0
Contemporary Fiction,,Sony Pictures,6.2,7968.0,PG-13,Drama,18000000.0,12-May-00,42.0,,Original Screenplay,Center Stage,,17200925.0,17200925.0
Fantasy,Tim Burton,Warner Bros.,,,PG,Adventure,30000000.0,16-Sep-05,,77.0,Traditional/Legend/Fairytale,The Corpse Bride,,53359111.0,117359111.0
,Sidney Lumet,,6.0,895.0,R,,12000000.0,31-Oct-97,53.0,,,Critical Care,,220175.0,220175.0
Contemporary Fiction,Michael Lembeck,Universal,6.0,4359.0,PG-13,Comedy,20000000.0,16-Apr-04,44.0,,Original Screenplay,Connie & Carla,,8047525.0,8047525.0
Contemporary Fiction,Andrew Davis,Warner Bros.,5.2,24358.0,R,Action,85000000.0,8-Feb-02,,109.0,Original Screenplay,Collateral Damage,,40048332.0,78353508.0
Contemporary Fiction,Simon Wincer,Paramount Pictures,4.6,7082.0,PG,Adventure,25000000.0,20-Apr-01,12.0,95.0,Original Screenplay,Crocodile Dundee in Los Angeles,,25590119.0,39393111.0
Contemporary Fiction,Woody Allen,Miramax,6.1,10978.0,R,Comedy,12000000.0,20-Nov-98,41.0,,Original Screenplay,Celebrity,,5078660.0,6200000.0
Science Fiction,,New Line,6.2,36961.0,R,Thriller/Suspense,35000000.0,18-Aug-00,46.0,109.0,Original Screenplay,The Cell,,61280963.0,61280963.0
Contemporary Fiction,David R. Ellis,New Line,6.5,32534.0,PG-13,Thriller/Suspense,45000000.0,10-Sep-04,54.0,94.0,Original Screenplay,Cellular,,32003620.0,45261739.0
Fantasy,Gil Kenan,20th Century Fox,6.4,14905.0,PG,Adventure,38000000.0,10-Oct-08,53.0,94.0,Based on Book/Short Story,City of Ember,6086988.0,7871693.0,11817059.0
Kids Fiction,Tim Burton,Warner Bros.,7.1,102437.0,PG,Comedy,150000000.0,15-Jul-05,82.0,115.0,Remake,Charlie and the Chocolate Factory,,206459076.0,474459076.0
Dramatization,Phillip Noyce,Focus Features,6.8,5959.0,PG-13,Thriller/Suspense,14000000.0,27-Oct-06,76.0,101.0,Based on Real Life Events,Catch a Fire,,4299773.0,5699773.0
Contemporary Fiction,Joseph McGinty Nichol,Sony Pictures,4.7,43942.0,PG-13,Action,120000000.0,27-Jun-03,,106.0,Based on TV,Charlie's Angels: Full Throttle,,100814328.0,227200000.0
Contemporary Fiction,Joseph McGinty Nichol,Sony Pictures,5.5,60791.0,PG-13,Adventure,90000000.0,3-Nov-00,67.0,98.0,Based on TV,Charlie's Angels,,125305545.0,263200000.0
Contemporary Fiction,Kevin Smith,Miramax,7.5,63591.0,R,Romantic Comedy,250000.0,4-Apr-97,91.0,,Original Screenplay,Chasing Amy,,12006514.0,15155095.0
Historical Fiction,Rob Marshall,Miramax,7.2,82650.0,PG-13,Musical,30000000.0,27-Dec-02,88.0,113.0,Based on Musical/Opera,Chicago,,170687518.0,307687518.0
Kids Fiction,Mark Dindal,Walt Disney Pictures,5.8,17415.0,G,Adventure,60000000.0,4-Nov-05,36.0,80.0,Original Screenplay,Chicken Little,142108745.0,135386665.0,314432738.0
Kids Fiction,Nick Park,Dreamworks SKG,7.3,48307.0,G,Adventure,42000000.0,21-Jun-00,96.0,84.0,Original Screenplay,Chicken Run,,106793915.0,227793915.0
Contemporary Fiction,Shawn Levy,20th Century Fox,5.6,24283.0,PG,Comedy,40000000.0,25-Dec-03,24.0,98.0,Remake,Cheaper by the Dozen,,138614544.0,189714544.0
Contemporary Fiction,Adam Shankman,20th Century Fox,5.2,11858.0,PG,Comedy,60000000.0,21-Dec-05,7.0,94.0,Remake,Cheaper by the Dozen 2,26537982.0,82571173.0,135015330.0
Historical Fiction,Stephen Frears,Miramax,6.1,3307.0,R,Drama,23000000.0,26-Jun-09,54.0,,Based on Book/Short Story,Cheri,,2715657.0,2715657.0
Contemporary Fiction,,Warner Bros.,4.9,5374.0,R,Action,34000000.0,1-Sep-99,7.0,,Original Screenplay,Chill Factor,,11263966.0,11263966.0
Fantasy,Ronny Yu,Universal,5.3,13735.0,R,Horror,25000000.0,16-Oct-98,43.0,89.0,Original Screenplay,Bride of Chucky,,32404188.0,50692188.0
Contemporary Fiction,,Focus/Rogue Pictures,5.1,9897.0,R,Horror,29000000.0,12-Nov-04,32.0,,Original Screenplay,Seed of Chucky,,17016190.0,24716190.0
Science Fiction,Alfonso Cuaron,Universal,8.1,158125.0,R,Thriller/Suspense,76000000.0,25-Dec-06,93.0,114.0,Based on Book/Short Story,Children of Men,25345271.0,35552383.0,69450202.0
Contemporary Fiction,Atom Egoyan,Sony Pictures Classics,6.5,8772.0,R,Thriller/Suspense,13000000.0,26-Mar-10,,,,Chloe,,3075255.0,9675172.0
Historical Fiction,Mike Newell,New Line,6.2,8580.0,R,Drama,45000000.0,16-Nov-07,27.0,139.0,Based on Book/Short Story,Love in the Time of Cholera,,4617608.0,31077418.0
Historical Fiction,Lasse Hallstrom,Miramax,7.3,56176.0,PG-13,Drama,25000000.0,15-Dec-00,62.0,122.0,Based on Book/Short Story,Chocolat,,71309760.0,152500343.0
Dramatization,,Sony Pictures Classics,6.9,4100.0,R,Drama,20000000.0,23-May-08,31.0,,Based on Real Life Events,The Children of Huang Shi,,1031872.0,5527507.0
Historical Fiction,,Miramax,7.8,16391.0,PG-13,Drama,5500000.0,26-Nov-04,,,Remake,Les Choristes,,3629758.0,83529758.0
Contemporary Fiction,,Trimark,2.1,3164.0,PG-13,Comedy,7000000.0,13-Mar-98,14.0,,Original Screenplay,Chairman of the Board,,306715.0,306715.0
Contemporary Fiction,Chris Weitz,Artisan,6.5,3455.0,R,Drama,250000.0,14-Jul-00,,,Original Screenplay,Chuck&Buck,,1055671.0,1157672.0
Contemporary Fiction,,Picturehouse,7.0,10449.0,R,Drama,6800000.0,5-Aug-05,34.0,,Original Screenplay,The Chumscrubber,,49526.0,49526.0
Fantasy,Gary Winick,Paramount Pictures,6.7,8028.0,G,Drama,82500000.0,15-Dec-06,78.0,98.0,Based on Book/Short Story,Charlotte's Web,83571732.0,82985708.0,143985708.0
Dramatization,Ron Howard,Universal,8.0,63111.0,PG-13,Drama,88000000.0,3-Jun-05,80.0,144.0,Based on Real Life Events,Cinderella Man,,61649911.0,108539911.0
Contemporary Fiction,,Warner Bros.,5.4,14904.0,PG,Romantic Comedy,19000000.0,16-Jul-04,10.0,95.0,Traditional/Legend/Fairytale,A Cinderella Story,,51438175.0,70067909.0
Fantasy,Brad Silberling,Warner Bros.,6.4,40053.0,PG-13,Drama,55000000.0,10-Apr-98,59.0,117.0,Remake,City of Angels,,78750909.0,198750909.0
Contemporary Fiction,Steven Zaillian,Walt Disney Pictures,6.4,14244.0,PG-13,Drama,60000000.0,25-Dec-98,61.0,112.0,Based on Book/Short Story,A Civil Action,,56709981.0,56709981.0
Kids Fiction,Stephen Chow,Sony Pictures Classics,,,PG,Comedy,20000000.0,7-Mar-08,,,Original Screenplay,CJ7,,206678.0,47300771.0
Contemporary Fiction,,Lionsgate,3.2,1659.0,PG-13,Comedy,16000000.0,3-Sep-04,5.0,,Original Screenplay,The Cookout,,11540112.0,11540112.0
Historical Fiction,,MGM,6.5,3681.0,R,Western,13000000.0,29-Dec-00,63.0,,Based on Book/Short Story,The Claim,,622023.0,622023.0
Kids Fiction,Michael Lembeck,Walt Disney Pictures,5.5,9061.0,G,Comedy,65000000.0,1-Nov-02,,104.0,Original Screenplay,The Santa Clause 2,,139225854.0,172825854.0
Historical Fiction,Anthony Minghella,Miramax,7.3,51083.0,R,Drama,80000000.0,25-Dec-03,70.0,152.0,Based on Book/Short Story,Cold Mountain,,95632614.0,161632614.0
Contemporary Fiction,,Palm Pictures,,,R,Drama,10000.0,28-Apr-06,,,Original Screenplay,Clean,,138711.0,138711.0
Fantasy,Frank Coraci,Sony Pictures,5.0,133.0,PG-13,Comedy,82500000.0,23-Jun-06,32.0,,Original Screenplay,Click,81244755.0,137355633.0,237555633.0
Contemporary Fiction,Les Mayfield,New Line,4.0,5277.0,PG-13,Comedy,20000000.0,5-Jan-07,4.0,91.0,Original Screenplay,Code Name: The Cleaner,4492233.0,8135024.0,8135024.0
,,Warner Bros.,6.2,7887.0,R,,12000000.0,4-Oct-02,53.0,,,Welcome to Collinwood,,378650.0,378650.0
Contemporary Fiction,Mike Nichols,Sony Pictures,2.9,212.0,R,Drama,35000000.0,3-Dec-04,68.0,104.0,Based on Play,Closer,,33987757.0,115987757.0
Contemporary Fiction,Kevin Smith,MGM,7.7,56668.0,R,Comedy,5000000.0,21-Jul-06,63.0,,Original Screenplay,Clerks II,26411041.0,24148068.0,25894473.0
Contemporary Fiction,Wayne Wang,Sony Pictures,4.6,30370.0,PG-13,Romantic Comedy,55000000.0,13-Dec-02,39.0,105.0,Original Screenplay,Maid in Manhattan,,93932896.0,154832896.0
Contemporary Fiction,Nancy Meyers,Universal,6.7,17748.0,R,Romantic Comedy,75000000.0,25-Dec-09,57.0,,Original Screenplay,It's Complicated,29195673.0,112735375.0,224614744.0
Contemporary Fiction,Robert Altman,Sony Pictures,6.2,3649.0,PG-13,Drama,15000000.0,25-Dec-03,69.0,,Original Screenplay,The Company,,2281585.0,3396508.0
Contemporary Fiction,Francis Lawrence,Warner Bros.,6.7,78705.0,R,Action,75000000.0,18-Feb-05,46.0,122.0,Based on Comic/Graphic Novel,Constantine,,75976178.0,230884728.0
Contemporary Fiction,Rod Lurie,Dreamworks SKG,6.9,13709.0,R,Drama,9000000.0,13-Oct-00,76.0,,Original Screenplay,The Contender,,17804273.0,17804273.0
Dramatization,,Sony Pictures Classics,7.6,16525.0,R,Drama,6250000.0,22-Feb-08,,,Based on Real Life Events,Die F‰lscher,,5488570.0,19416495.0
Dramatization,,Weinstein Co.,7.8,19466.0,R,Drama,6400000.0,10-Oct-07,87.0,,Based on Book/Short Story,Control,,871577.0,5645350.0
,,Magnolia Pictures,6.5,8997.0,,,15000000.0,27-Aug-10,55.0,,,Centurion,,119621.0,119621.0
Contemporary Fiction,,Paramount Pictures,7.1,23526.0,PG-13,Drama,45000000.0,14-Jan-05,65.0,136.0,Original Screenplay,Coach Carter,,67264877.0,76669806.0
Dramatization,George Clooney,Miramax,7.1,36258.0,R,Drama,29000000.0,31-Dec-02,79.0,,Based on Book/Short Story,Confessions of a Dangerous Mind,,16007718.0,33013805.0
Dramatization,,Sony Pictures Classics,6.5,6720.0,PG-13,Drama,23000000.0,25-Sep-09,,,Based on Real Life Events,Coco avant Chanel,,6113834.0,48846765.0
Science Fiction,Michael Winterbottom,MGM,6.3,9608.0,R,,7500000.0,6-Aug-04,,,,Code 46,,197148.0,197148.0
Kids Fiction,,MGM,4.1,4063.0,PG,Comedy,26000000.0,12-Mar-04,,100.0,Original Screenplay,Agent Cody Banks 2: Destination London,,23514247.0,28703083.0
Kids Fiction,,MGM,5.1,9527.0,PG,Comedy,25000000.0,14-Mar-03,38.0,102.0,Original Screenplay,Agent Cody Banks,,47545060.0,58240458.0
Contemporary Fiction,Michael Mann,Dreamworks SKG,7.8,105362.0,R,Action,60000000.0,6-Aug-04,86.0,120.0,Original Screenplay,Collateral,,100170152.0,217670152.0
Contemporary Fiction,,MGM,4.3,6496.0,R,Comedy,6000000.0,29-Aug-08,5.0,94.0,Original Screenplay,College,,4694491.0,5629618.0
,,,5.0,1305.0,PG-13,,12000000.0,9-Mar-01,,,,Company Man,,146028.0,146028.0
Contemporary Fiction,Joey Lauren Adams,IDP/Goldwyn/Roadside,6.2,1511.0,R,Drama,6000000.0,10-Nov-06,83.0,,Original Screenplay,Come Early Morning,,119452.0,119452.0
Contemporary Fiction,Simon West,Walt Disney Pictures,6.6,76052.0,R,Action,80000000.0,6-Jun-97,57.0,115.0,Original Screenplay,Con Air,,101117573.0,224117573.0
Contemporary Fiction,James Foley,Lionsgate,6.8,17111.0,R,Drama,15000000.0,25-Apr-03,71.0,,Original Screenplay,Confidence,,12212417.0,12212417.0
Contemporary Fiction,Richard Donner,Warner Bros.,6.5,35719.0,R,Thriller/Suspense,80000000.0,8-Aug-97,51.0,135.0,Original Screenplay,Conspiracy Theory,,76118990.0,137118990.0
Science Fiction,Robert Zemeckis,Warner Bros.,7.3,73684.0,PG,Drama,90000000.0,11-Jul-97,67.0,150.0,Based on Book/Short Story,Contact,,100920329.0,165900000.0
Contemporary Fiction,,Lionsgate,7.0,19072.0,R,Drama,4000000.0,26-Nov-03,77.0,,Original Screenplay,The Cooler,,8291572.0,10464788.0
Dramatization,,MGM,6.8,5017.0,PG-13,Drama,11000000.0,10-Nov-06,,104.0,Based on Real Life Events,Copying Beethoven,,355968.0,355968.0
Contemporary Fiction,,Walt Disney Pictures,4.2,6739.0,PG-13,Comedy,11000000.0,12-Oct-01,5.0,86.0,Original Screenplay,Corky Romano,,23978402.0,23978402.0
Kids Fiction,,Focus Features,7.8,38464.0,PG,Adventure,60000000.0,6-Feb-09,89.0,100.0,Based on Book/Short Story,Coraline,46101073.0,75286229.0,124062750.0
Contemporary Fiction,,Walt Disney Pictures,4.3,9976.0,PG,Comedy,15000000.0,20-Feb-04,13.0,89.0,Based on Book/Short Story,Confessions of a Teenage Drama Queen,,29331068.0,33051296.0
Contemporary Fiction,Renny Harlin,Sony/Screen Gems,4.8,17736.0,PG-13,Thriller/Suspense,20000000.0,8-Sep-06,3.0,95.0,Based on Comic/Graphic Novel,The Covenant,26360430.0,23364784.0,38164784.0
Contemporary Fiction,James Mangold,Miramax,6.9,35192.0,R,Drama,15000000.0,15-Aug-97,71.0,105.0,Original Screenplay,Cop Land,,44906632.0,63706632.0
Contemporary Fiction,Peter Billingsley,Universal,5.5,18332.0,PG-13,Comedy,60000000.0,9-Oct-09,12.0,113.0,Original Screenplay,Couples Retreat,34715888.0,109205660.0,172450423.0
Dramatization,Tim Robbins,Walt Disney Pictures,6.7,6127.0,R,Drama,32000000.0,8-Dec-99,64.0,,Original Screenplay,Cradle Will Rock,,2899970.0,2899970.0
Contemporary Fiction,,Lionsgate,7.1,71094.0,R,Action,12000000.0,1-Sep-06,61.0,88.0,Original Screenplay,Crank,28776986.0,27838408.0,33824696.0
Contemporary Fiction,David Cronenberg,Fine Line,6.1,20886.0,R,Drama,10000000.0,4-Oct-96,65.0,,Based on Book/Short Story,Crash,,3357324.0,3357324.0
Contemporary Fiction,,Overture Films,6.7,21135.0,R,Horror,20000000.0,26-Feb-10,71.0,,Remake,The Crazies,8835872.0,39123589.0,43027734.0
Contemporary Fiction,Antonio Banderas,Sony Pictures,5.7,3991.0,PG-13,Drama,15000000.0,22-Oct-99,31.0,,Based on Book/Short Story,Crazy in Alabama,,1954202.0,1954202.0
Contemporary Fiction,,Walt Disney Pictures,6.0,1307.0,PG-13,Comedy,23000000.0,25-Aug-00,19.0,,Original Screenplay,The Crew,,13019253.0,13019253.0
Contemporary Fiction,Andrzej Bartkowiak,Warner Bros.,5.4,14834.0,R,Horror,25000000.0,28-Feb-03,26.0,101.0,Original Screenplay,Cradle 2 the Grave,,34657731.0,56434942.0
Contemporary Fiction,,MGM,,,PG,Comedy,12500000.0,12-Jul-02,,90.0,Based on TV,Crocodile Hunter: Collision Course,,28436931.0,33436931.0
Contemporary Fiction,,Warner Bros.,4.2,2720.0,PG-13,Thriller/Suspense,15000000.0,19-Jul-00,2.0,,Original Screenplay,The In Crowd,,5217498.0,5217498.0
Contemporary Fiction,James Foley,New Line,5.8,9008.0,R,Action,10000000.0,12-Mar-99,48.0,110.0,Original Screenplay,The Corruptor,,15164492.0,15164492.0
Historical Fiction,Yimou Zhang,Sony Pictures Classics,7.0,17975.0,R,Action,45000000.0,21-Dec-06,,113.0,Based on Play,Man cheng jin dai huang jin jia,10581873.0,6566773.0,75566773.0
Contemporary Fiction,Paul Haggis,Lionsgate,6.1,20886.0,R,Drama,6500000.0,6-May-05,75.0,107.0,Original Screenplay,Crash,,54557348.0,98387109.0
Contemporary Fiction,,Sony Pictures,1.7000000000000002,7466.0,PG-13,Drama,5600000.0,1-Sep-06,3.0,,Original Screenplay,Crossover,2177636.0,7009668.0,7009668.0
Contemporary Fiction,,Paramount Pictures,6.6,4894.0,PG-13,Drama,12000000.0,15-Feb-02,14.0,93.0,Original Screenplay,Crossroads,,37188667.0,57000000.0
Historical Fiction,Kevin Reynolds,Walt Disney Pictures,7.6,40605.0,PG-13,Drama,40000000.0,25-Jan-02,74.0,131.0,Based on Book/Short Story,The Count of Monte Cristo,,54228104.0,54228104.0
Contemporary Fiction,Roger Kumble,Sony Pictures,6.7,66861.0,R,Drama,11000000.0,5-Mar-99,47.0,95.0,Based on Book/Short Story,Cruel Intentions,,38230075.0,75803716.0
Contemporary Fiction,,,6.2,1244.0,R,Thriller/Suspense,11500000.0,27-Nov-09,14.0,,Based on Book/Short Story,The Cry of the Owl,,0.0,0.0
Contemporary Fiction,,Focus/Rogue Pictures,6.4,372.0,PG-13,Thriller/Suspense,1000000.0,16-Sep-05,24.0,,Original Screenplay,Cry Wolf,,10047674.0,15585495.0
Contemporary Fiction,,Fox Searchlight,7.4,17255.0,R,Drama,8500000.0,16-Dec-09,92.0,,Original Screenplay,Crazy Heart,13929671.0,39462438.0,47163756.0
Contemporary Fiction,,Walt Disney Pictures,6.3,12102.0,PG-13,Drama,13000000.0,29-Jun-01,,,Original Screenplay,crazy/beautiful,,16929123.0,19929123.0
Contemporary Fiction,Rod Lurie,Dreamworks SKG,6.5,21621.0,R,Drama,60000000.0,19-Oct-01,52.0,,Original Screenplay,The Last Castle,,18208078.0,20541668.0
Science Fiction,Jonathan Frakes,Paramount Pictures,5.0,6392.0,PG,Adventure,26000000.0,29-Mar-02,28.0,94.0,Original Screenplay,Clockstoppers,,36985501.0,38788828.0
Contemporary Fiction,,20th Century Fox,4.7,3038.0,PG,Adventure,18000000.0,6-Feb-04,,,Remake,Catch That Kid,,16703799.0,16930762.0
Contemporary Fiction,,Warner Bros.,5.2,16912.0,PG,Comedy,60000000.0,4-Jul-01,53.0,91.0,Original Screenplay,Cats & Dogs,,93375151.0,200700000.0
Contemporary Fiction,James Ivory,Hyde Park Films,6.6,430.0,PG-13,Drama,8300000.0,16-Apr-10,40.0,114.0,Based on Book/Short Story,The City of Your Final Destination,,493296.0,493296.0
Contemporary Fiction,Katia Lund,Miramax,8.8,166897.0,R,Drama,3300000.0,17-Jan-03,,,Based on Book/Short Story,Cidade de Deus,,7563397.0,28763397.0
Contemporary Fiction,Matt Dillon,MGM,5.9,2880.0,R,Drama,17500000.0,25-Apr-03,,,Original Screenplay,City of Ghosts,,325491.0,325491.0
