Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
SOUTHWEST AIRLINES,B-737-300,KANSAS CITY INTL,0,0,0,None,9/11/96 0:00,Missouri,135.0,Approach,Night,Small,Unknown bird - small
TRANS WORLD AIRLINES,DC-9-30,LAMBERT-ST LOUIS INTL,0,0,0,Minor,9/12/96 0:00,Missouri,200.0,Climb,Dusk,Large,Canada goose
SOUTHWEST AIRLINES,B-737-200,LAMBERT-ST LOUIS INTL,0,0,0,None,9/12/96 0:00,Missouri,120.0,Take-off run,Day,Medium,Unknown bird - medium
AIR WISCONSIN AIRLINES,BA-146,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/12/96 0:00,Illinois,80.0,Landing Roll,Dusk,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,B-727,JOHN F KENNEDY INTL,0,0,0,None,9/12/96 0:00,New York,,Landing Roll,Day,Small,American kestrel
BUSINESS,LEARJET-24,NASHVILLE INTL,0,0,0,None,9/12/96 0:00,Tennessee,100.0,Landing Roll,Day,Small,Killdeer
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/12/96 0:00,Texas,125.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,PORT COLUMBUS INTL,0,0,0,None,9/12/96 0:00,Ohio,170.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,A-300,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/13/96 0:00,New Jersey,,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,MD-88,LOUISVILLE INTL ARPT,0,0,0,None,9/14/96 0:00,Kentucky,128.0,Landing Roll,Dusk,Medium,Unknown bird - medium
UNITED AIRLINES,B-737,LOUISVILLE INTL ARPT,0,0,0,None,9/14/96 0:00,Kentucky,120.0,Climb,Day,Small,Unknown bird - small
US AIRWAYS*,B-737,WASHINGTON DULLES INTL ARPT,0,0,0,None,9/15/96 0:00,DC,,Climb,Day,Large,Unknown bird - large
MILITARY,EC-135E,CHARLESTON AFB/INTL ARPT,0,0,0,None,9/15/96 0:00,South Carolina,150.0,Take-off run,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,B-757-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/15/96 0:00,Illinois,132.0,Approach,Day,Small,European starling
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,9/15/96 0:00,Hawaii,165.0,Climb,Day,Small,Unknown bird - small
SPIRIT AIRLINES,DC-9-30,ATLANTIC CITY INTL,0,0,0,None,9/15/96 0:00,New Jersey,,Landing Roll,Day,Small,American kestrel
US AIRWAYS*,B-737-200,RONALD REAGAN WASHINGTON NATL,0,0,0,None,9/15/96 0:00,DC,170.0,Climb,Dusk,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/15/96 0:00,Illinois,140.0,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-737-500,SACRAMENTO INTL,0,0,0,None,9/16/96 0:00,California,,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,FOKKER F28 MK 4000,GREATER PITTSBURGH,0,0,0,None,9/17/96 0:00,Pennsylvania,190.0,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,MD-82,LAGUARDIA NY,0,0,0,None,9/18/96 0:00,New York,220.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,9/18/96 0:00,South Carolina,130.0,Approach,Night,Medium,Unknown bird or bat
AMERICAN AIRLINES,FOKKER F100,PHILADELPHIA INTL,0,0,0,Minor,9/19/96 0:00,Pennsylvania,250.0,Descent,Night,Large,Unknown bird - large
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/19/96 0:00,Illinois,150.0,Approach,Night,Large,Unknown bird - large
AMERICAN AIRLINES,MD-80,AUSTIN-BERGSTROM INTL,0,0,0,None,9/19/96 0:00,Texas,130.0,Approach,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,SALT LAKE CITY INTL,0,0,0,None,9/19/96 0:00,Utah,100.0,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/19/96 0:00,Illinois,140.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,C-130H,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,9/19/96 0:00,North Carolina,200.0,Approach,Night,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,BA-41 JETSTR,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/19/96 0:00,New Jersey,200.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/19/96 0:00,New Jersey,,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,L-1011,SALT LAKE CITY INTL,0,0,0,None,9/19/96 0:00,Utah,140.0,Take-off run,Dusk,Small,Unknown bird - small
US AIRWAYS*,B-737-300,LAGUARDIA NY,0,0,0,None,9/19/96 0:00,New York,175.0,Climb,Night,Small,Unknown bird - small
SKYWEST AIRLINES,EMB-120,SALT LAKE CITY INTL,0,0,0,None,9/20/96 0:00,Utah,,Landing Roll,Day,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,BA-41 JETSTR,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/20/96 0:00,New Jersey,170.0,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-727,SAN ANTONIO INTL,0,0,0,None,9/20/96 0:00,Texas,,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,NASHVILLE INTL,0,0,0,None,9/20/96 0:00,Tennessee,220.0,Climb,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,JOHN F KENNEDY INTL,0,0,0,None,9/20/96 0:00,New York,,Take-off run,Day,Small,American kestrel
DELTA AIR LINES,B-727-200,SALT LAKE CITY INTL,0,0,0,Medium,9/21/96 0:00,Utah,,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,LAGUARDIA NY,0,0,0,None,9/21/96 0:00,New York,200.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,AUSTIN-BERGSTROM INTL,0,0,0,None,9/21/96 0:00,Texas,170.0,Approach,Night,Small,Unknown bird - small
DELTA AIR LINES,B-727-200,SALT LAKE CITY INTL,0,0,0,Minor,9/22/96 0:00,Utah,250.0,Climb,Night,Large,Unknown bird - large
AIR CANADA,CL-RJ100/200,LAMBERT-ST LOUIS INTL,0,0,0,None,9/22/96 0:00,Missouri,150.0,Approach,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,9/22/96 0:00,Hawaii,,Landing Roll,Dawn,Small,Barn owl
HAWAIIAN AIR,DC-9,HONOLULU INTL ARPT,0,0,0,None,9/22/96 0:00,Hawaii,120.0,Approach,Day,Small,Pacific golden-plover
EXPRESSJET (CONTINENTAL EXPRS),ATR-42,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/23/96 0:00,New Jersey,170.0,Approach,Day,Medium,Unknown bird - medium
ALASKA AIRLINES,MD-83,PORTLAND INTL (OR),0,0,0,None,9/23/96 0:00,Oregon,,Approach,Day,Medium,Red-tailed hawk
AMERICAN AIRLINES,FOKKER F100,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,9/23/96 0:00,Texas,170.0,Approach,Night,Small,Unknown bird - small
MESABA AIRLINES,SA227 AC METRO III,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,9/24/96 0:00,Minnesota,190.0,Climb,Night,Medium,Unknown bird - medium
UNITED AIRLINES,A-320,PHILADELPHIA INTL,0,0,0,None,9/25/96 0:00,Pennsylvania,150.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,9/25/96 0:00,North Carolina,145.0,Approach,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,NASHVILLE INTL,0,0,0,None,9/25/96 0:00,Tennessee,155.0,Climb,Day,Small,European starling
SOUTHWEST AIRLINES,B-737-300,EPPLEY AIRFIELD,0,0,0,None,9/26/96 0:00,Nebraska,200.0,Climb,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-727-200,LAGUARDIA NY,0,0,0,None,9/26/96 0:00,New York,,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,FOKKER F100,WASHINGTON DULLES INTL ARPT,0,0,0,None,9/26/96 0:00,DC,160.0,Approach,Night,Medium,Unknown bird - medium
HAWAIIAN AIR,DC-9-50,LIHUE ARPT,0,0,0,None,9/26/96 0:00,Hawaii,,Landing Roll,Dusk,Small,Pacific golden-plover
SOUTHWEST AIRLINES,B-737-300,METRO OAKLAND INTL,0,0,0,None,9/27/96 0:00,California,80.0,Landing Roll,Day,Large,Turkey vulture
NORTHWEST AIRLINES,DC-9,CHICAGO MIDWAY INTL ARPT,0,0,0,Substantial,9/27/96 0:00,Illinois,,Climb,Day,Medium,Unknown bird - medium
COMAIR AIRLINES,CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,Substantial,9/27/96 0:00,Kentucky,150.0,Climb,Day,Small,European starling
MILITARY,C-5,HONOLULU INTL ARPT,0,0,0,None,9/28/96 0:00,Hawaii,,Approach,Day,Medium,Unknown bird or bat
MILITARY,KC-10A,CHARLESTON AFB/INTL ARPT,0,0,0,None,9/28/96 0:00,South Carolina,180.0,Climb,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,SACRAMENTO INTL,0,0,0,None,9/28/96 0:00,California,,Take-off run,Day,Medium,Unknown bird - medium
COMAIR AIRLINES,CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,9/28/96 0:00,Kentucky,215.0,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,SEATTLE-TACOMA INTL,0,0,0,Substantial,9/29/96 0:00,Washington,130.0,Approach,Day,Medium,Unknown bird - medium
DELTA AIR LINES,B-727,DENVER INTL AIRPORT,0,0,0,None,9/29/96 0:00,Colorado,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/29/96 0:00,Illinois,250.0,Approach,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,PORTLAND INTL (OR),0,0,0,None,9/29/96 0:00,Oregon,,Landing Roll,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737-200,NEWARK LIBERTY INTL ARPT,0,0,0,Substantial,9/30/96 0:00,New Jersey,250.0,Approach,Night,Large,Unknown bird - large
SOUTHWEST AIRLINES,B-737,LOUISVILLE INTL ARPT,0,0,0,None,9/30/96 0:00,Kentucky,120.0,Approach,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,ORLANDO INTL,0,0,0,None,9/30/96 0:00,Florida,160.0,Climb,Day,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,B-737,SACRAMENTO INTL,0,0,0,None,9/30/96 0:00,California,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/30/96 0:00,Texas,100.0,Landing Roll,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737-200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,9/30/96 0:00,Kentucky,140.0,Climb,Dusk,Small,European starling
US AIRWAYS*,FOKKER F100,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,Minor,10/1/96 0:00,North Carolina,160.0,Descent,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/1/96 0:00,Hawaii,80.0,Landing Roll,Day,Medium,Unknown bird - medium
UPS AIRLINES,B-757-200,PORTLAND INTL (OR),0,0,0,Minor,10/1/96 0:00,Oregon,250.0,Descent,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,None,10/1/96 0:00,California,250.0,Climb,Night,Small,Unknown bird - small
DELTA AIR LINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/2/96 0:00,Texas,210.0,Climb,Day,Large,Unknown bird - large
MILITARY,KC-135R,WILL ROGERS WORLD ARPT,0,0,0,None,10/2/96 0:00,Oklahoma,120.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/2/96 0:00,Texas,125.0,Approach,Day,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/2/96 0:00,Hawaii,137.0,Climb,Day,Small,Unknown bird - small
UPS AIRLINES,B-747,LOUISVILLE INTL ARPT,0,0,0,None,10/3/96 0:00,Kentucky,110.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767-300,JOHN F KENNEDY INTL,0,0,0,Minor,10/3/96 0:00,New York,,Approach,Night,Medium,Unknown bird - medium
EXPRESSJET (CONTINENTAL EXPRS),BE-1900,WASHINGTON DULLES INTL ARPT,0,0,0,None,10/3/96 0:00,DC,130.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,C-141,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/3/96 0:00,South Carolina,,Approach,Night,Medium,Unknown bird or bat
MILITARY,C-141,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/3/96 0:00,South Carolina,200.0,Approach,Night,Medium,Unknown bird or bat
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/3/96 0:00,South Carolina,125.0,Climb,Night,Medium,Unknown bird or bat
ABX AIR,DC-9-30,ATLANTA INTL,0,0,0,None,10/3/96 0:00,Georgia,120.0,Take-off run,Night,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,SAAB-340,JOHN F KENNEDY INTL,0,0,0,None,10/3/96 0:00,New York,,Climb,Day,Small,Tree swallow
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/3/96 0:00,Hawaii,100.0,Landing Roll,Day,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,BA-31 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,None,10/3/96 0:00,DC,200.0,Descent,Night,Small,Unknown bird - small
ATLANTIC SOUTHEAST,ATR-72,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,10/3/96 0:00,North Carolina,210.0,Descent,Night,Small,Unknown bird - small
MILITARY,C-141,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/4/96 0:00,South Carolina,150.0,Approach,Night,Medium,Unknown bird or bat
US AIRWAYS*,DC-9-30,GREATER PITTSBURGH,0,0,0,None,10/4/96 0:00,Pennsylvania,140.0,Approach,Dawn,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/4/96 0:00,Hawaii,,Landing Roll,Day,Small,Pacific golden-plover
SOUTHWEST AIRLINES,B-737,LOS ANGELES INTL,0,0,0,None,10/4/96 0:00,California,80.0,Take-off run,Day,Small,Rock pigeon
DELTA AIR LINES,B-727,LAGUARDIA NY,0,0,0,Substantial,10/5/96 0:00,New York,,Climb,Day,Medium,Unknown bird - medium
COMAIR AIRLINES,SAAB-340,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,10/5/96 0:00,Kentucky,235.0,Climb,Night,Medium,Unknown bird - medium
CONTINENTAL AIRLINES,MD-80,ORLANDO INTL,0,0,0,None,10/6/96 0:00,Florida,,Take-off run,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-757-200,ORLANDO INTL,0,0,0,None,10/6/96 0:00,Florida,,Landing Roll,Day,Small,Unknown bird - small
TRANS STATES AIRLINES,BA-31 JETSTR,SACRAMENTO INTL,0,0,0,None,10/7/96 0:00,California,130.0,Approach,Dusk,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,10/7/96 0:00,Michigan,180.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/7/96 0:00,Texas,150.0,Climb,Night,Small,Unknown bird - small
PINNACLE,SAAB-340,MEMPHIS INTL,0,0,0,Substantial,10/8/96 0:00,Tennessee,180.0,Climb,Night,Large,Unknown bird - large
HORIZON AIR,FOKKER F28 MK 1000,SEATTLE-TACOMA INTL,0,0,0,None,10/8/96 0:00,Washington,250.0,Descent,Night,Large,Unknown bird - large
ALASKA AIRLINES,MD-82,SEATTLE-TACOMA INTL,0,0,0,None,10/8/96 0:00,Washington,,Climb,Day,Small,Unknown bird - small
PIEDMONT AIRLINES,DHC8 DASH 8,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,Substantial,10/9/96 0:00,North Carolina,110.0,Approach,Dusk,Large,Canada goose
US AIRWAYS*,MD-80,ORLANDO INTL,0,0,0,Medium,10/9/96 0:00,Florida,,Approach,Night,Large,Unknown bird - large
HORIZON AIR,FOKKER F28 MK 1000,SACRAMENTO INTL,0,0,0,None,10/9/96 0:00,California,,Approach,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-500,LAMBERT-ST LOUIS INTL,0,0,0,Minor,10/9/96 0:00,Missouri,210.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,SAN ANTONIO INTL,0,0,0,None,10/9/96 0:00,Texas,120.0,Take-off run,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,ORLANDO INTL,0,0,0,None,10/9/96 0:00,Florida,125.0,Approach,Night,Small,Unknown bird - small
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/10/96 0:00,South Carolina,160.0,Approach,Day,Medium,Unknown bird or bat
MILITARY,C-141,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/10/96 0:00,South Carolina,180.0,Approach,Day,Medium,Unknown bird or bat
DELTA AIR LINES,MD-88,ATLANTA INTL,0,0,0,None,10/10/96 0:00,Georgia,150.0,Approach,Night,Medium,Unknown bird - medium
ABX AIR,DC-9-30,WILL ROGERS WORLD ARPT,0,0,0,None,10/10/96 0:00,Oklahoma,,Approach,Night,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/10/96 0:00,South Carolina,200.0,Approach,Night,Medium,Unknown bird or bat
MILITARY,C-141,HONOLULU INTL ARPT,0,0,0,None,10/11/96 0:00,Hawaii,128.0,Approach,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,PORTLAND INTL (OR),0,0,0,None,10/11/96 0:00,Oregon,,Landing Roll,Day,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,10/11/96 0:00,South Carolina,230.0,Approach,Night,Medium,Unknown bird or bat
BUSINESS,LOCKHEED 1329,ATLANTIC CITY INTL,0,0,0,None,10/12/96 0:00,New Jersey,200.0,Approach,Night,Large,Unknown bird - large
HAWAIIAN AIR,DC-9-50,LIHUE ARPT,0,0,0,None,10/12/96 0:00,Hawaii,150.0,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,SALT LAKE CITY INTL,0,0,0,Minor,10/13/96 0:00,Utah,190.0,Approach,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/13/96 0:00,Hawaii,110.0,Take-off run,Day,Small,Pacific golden-plover
US AIRWAYS*,B-737-300,WASHINGTON DULLES INTL ARPT,0,0,0,None,10/13/96 0:00,DC,145.0,Approach,Night,Small,Unknown bird - small
HAWAIIAN AIR,DC-9-50,LIHUE ARPT,0,0,0,None,10/14/96 0:00,Hawaii,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,LOGAN INTL,0,0,0,None,10/15/96 0:00,Massachusetts,,Take-off run,Day,Medium,Unknown bird - medium
MILITARY,C-141B,HONOLULU INTL ARPT,0,0,0,None,10/16/96 0:00,Hawaii,128.0,Landing Roll,Day,Medium,Unknown bird or bat
US AIRWAYS*,MD-80,GREATER PITTSBURGH,0,0,0,None,10/16/96 0:00,Pennsylvania,120.0,Landing Roll,Day,Small,Rock pigeon
AMERICAN AIRLINES,MD-80,RONALD REAGAN WASHINGTON NATL,0,0,0,None,10/17/96 0:00,DC,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/17/96 0:00,Texas,250.0,Descent,Day,Medium,Unknown bird - medium
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/17/96 0:00,Louisiana,160.0,Approach,Dusk,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/17/96 0:00,Texas,200.0,Climb,Night,Medium,Unknown bird - medium
NORTHWEST AIRLINES,B-757-200,LAGUARDIA NY,0,0,0,None,10/17/96 0:00,New York,,Descent,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,RONALD REAGAN WASHINGTON NATL,0,0,0,None,10/17/96 0:00,DC,100.0,Landing Roll,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,10/17/96 0:00,Pennsylvania,,Approach,Night,Small,Unknown bird - small
FEDEX EXPRESS,A-310,MEMPHIS INTL,0,0,0,Substantial,10/18/96 0:00,Tennessee,165.0,Climb,Night,Large,Canada goose
MILITARY,KC-10A,HONOLULU INTL ARPT,0,0,0,None,10/18/96 0:00,Hawaii,,Landing Roll,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,10/18/96 0:00,Tennessee,150.0,Approach,Dusk,Medium,Unknown bird - medium
UNITED AIRLINES,B-727-200,WASHINGTON DULLES INTL ARPT,0,0,0,None,10/18/96 0:00,DC,140.0,Approach,Day,Small,Unknown bird - small
UPS AIRLINES,B-727,MEMPHIS INTL,0,0,0,None,10/18/96 0:00,Tennessee,170.0,Approach,Night,Small,Unknown bird - small
UPS AIRLINES,B-757-200,SAN ANTONIO INTL,0,0,0,None,10/18/96 0:00,Texas,180.0,Approach,Night,Small,Unknown bird - small
UPS AIRLINES,DC-8-70,LOUISVILLE INTL ARPT,0,0,0,None,10/19/96 0:00,Kentucky,210.0,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-737-300,METRO OAKLAND INTL,0,0,0,None,10/19/96 0:00,California,130.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,DENVER INTL AIRPORT,0,0,0,None,10/19/96 0:00,Colorado,140.0,Approach,Day,Small,Western meadowlark
US AIRWAYS*,B-737-300,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,Minor,10/20/96 0:00,North Carolina,,Landing Roll,Night,Large,White-tailed deer
SOUTHWEST AIRLINES,B-737-500,LOS ANGELES INTL,0,0,0,Minor,10/20/96 0:00,California,175.0,Approach,Night,Medium,Unknown bird - medium
COMAIR AIRLINES,EMB-120,ORLANDO INTL,0,0,0,None,10/20/96 0:00,Florida,,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,SAN ANTONIO INTL,0,0,0,None,10/20/96 0:00,Texas,130.0,Approach,Day,Small,Unknown bird - small
MILITARY,KC-10A,ATLANTIC CITY INTL,0,0,0,None,10/21/96 0:00,New Jersey,130.0,Approach,Day,Medium,Unknown bird or bat
UNKNOWN,BE-200 KING,LIHUE ARPT,0,0,0,None,10/21/96 0:00,Hawaii,,Take-off run,Day,Medium,Unknown bird - medium
MILITARY,C-130E,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,10/21/96 0:00,Minnesota,150.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,NEW ORLEANS INTL,0,0,0,None,10/21/96 0:00,Louisiana,210.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-757-200,WASHINGTON DULLES INTL ARPT,0,0,0,None,10/21/96 0:00,DC,80.0,Take-off run,Day,Small,Unknown bird - small
DELTA AIR LINES,B-767-300,LOS ANGELES INTL,0,0,0,None,10/22/96 0:00,California,145.0,Climb,Day,Small,Unknown bird - small
UNITED AIRLINES,B-767,JOHN F KENNEDY INTL,0,0,0,None,10/23/96 0:00,New York,,Approach,Night,Large,Unknown bird - large
UPS AIRLINES,DC-8-70,PHILADELPHIA INTL,0,0,0,None,10/23/96 0:00,Pennsylvania,160.0,Approach,Night,Medium,Unknown bird - medium
BUSINESS,DC-9-50,HONOLULU INTL ARPT,0,0,0,None,10/23/96 0:00,Hawaii,120.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,LAGUARDIA NY,0,0,0,None,10/24/96 0:00,New York,,Landing Roll,Night,Large,Canada goose
SOUTHWEST AIRLINES,B-737-300,BALTIMORE WASH INTL,0,0,0,None,10/24/96 0:00,Maryland,250.0,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,10/24/96 0:00,Pennsylvania,230.0,Approach,Night,Medium,Unknown bird - medium
FEDEX EXPRESS,B-727,MEMPHIS INTL,0,0,0,None,10/24/96 0:00,Tennessee,,Climb,Night,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,DC-9,FORT LAUDERDALE/HOLLYWOOD INTL,0,0,0,None,10/24/96 0:00,Florida,150.0,Landing Roll,Day,Small,Rock pigeon
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/25/96 0:00,Hawaii,,Approach,Dawn,Medium,Unknown bird - medium
UNKNOWN,B-737-200,LIHUE ARPT,0,0,0,None,10/25/96 0:00,Hawaii,140.0,Climb,Dusk,Medium,Unknown bird - medium
UNKNOWN,PA-31 NAVAJO,SEATTLE-TACOMA INTL,0,0,0,Minor,10/26/96 0:00,Washington,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767,JOHN F KENNEDY INTL,0,0,0,None,10/26/96 0:00,New York,,Approach,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-767-200,LOS ANGELES INTL,0,0,0,None,10/26/96 0:00,California,,Landing Roll,Day,Small,Rock pigeon
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,10/26/96 0:00,Pennsylvania,,Approach,Night,Small,Unknown bird - small
NORTHWEST AIRLINES,DC-9,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,10/27/96 0:00,Michigan,,Take-off run,Dusk,Medium,Unknown bird - medium
DELTA AIR LINES,B-757-200,SALT LAKE CITY INTL,0,0,0,Minor,10/27/96 0:00,Utah,190.0,Approach,Night,Medium,Unknown bird - medium
NORTHWEST AIRLINES,DC-10-40,HONOLULU INTL ARPT,0,0,0,None,10/27/96 0:00,Hawaii,115.0,Approach,Day,Small,Pacific golden-plover
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/27/96 0:00,Texas,190.0,Approach,Night,Small,Unknown bird - small
